file-timestamp,2023-07-08T19:28:11
1996-10,-0.592,-0.606,-1.593,-2.071,-2.237,-2.308,-1.84
1996-11,1.055,-0.502,-0.657,-1.627,-1.381,-1.851,-1.363
1996-12,-1.193,-0.342,-0.621,-1.822,-2.098,-1.996,-1.65
1997-01,-2.794,-0.851,-1.03,-1.82,-2.169,-2.045,-2.203
1997-02,0.508,-1.541,-1.335,-1.342,-2.191,-1.634,-2.289
1997-03,-2.101,-2.077,-1.307,-1.309,-2.287,-2.565,-2.562
1997-04,-1.844,-1.873,-1.687,-1.629,-2.196,-2.653,-2.614
1997-05,-0.641,-2.369,-2.974,-2.305,-1.971,-2.376,-2.579
1997-06,2.029,0.781,-0.714,-0.687,-0.804,-1.872,-1.953
1997-07,-0.434,1.103,-0.074,-0.637,-0.821,-1.683,-1.815
1997-08,-0.361,1.039,-0.408,-1.395,-1.341,-1.931,-1.685
1997-09,-1.571,-1.518,-0.53,-1.614,-1.419,-2.124,-2.564
1997-10,-0.021,-0.979,-0.084,-0.819,-1.221,-1.7,-2.162
1997-11,-0.195,-0.915,0.027,-0.933,-1.743,-1.586,-1.979
1997-12,0.834,0.123,-0.842,-0.354,-1.182,-1.229,-2.064
1998-01,0.176,0.28,-0.594,0.02,-0.577,-1.066,-1.695
1998-02,-2.619,-0.165,-0.875,-0.113,-0.968,-1.586,-1.981
1998-03,0.309,-0.703,-0.328,-1.019,-0.586,-1.226,-1.783
1998-04,1.822,0.736,0.57,-0.245,0.238,-0.618,-1.175
1998-05,-1.716,0.582,0.224,-0.486,0.105,-1.153,-1.222
1998-06,1.156,1.277,0.59,0.372,-0.324,-0.627,-0.851
1998-07,-0.783,-0.302,0.192,0.249,-0.38,-0.393,-0.889
1998-08,-0.617,0.024,0.352,0.113,-0.496,-0.613,-1.281
1998-09,1.346,0.273,0.996,0.554,0.414,0.025,-0.617
1998-10,0.781,0.839,0.495,0.722,0.731,0.417,-0.26
1998-11,0.232,1.147,0.875,0.99,0.857,0.567,-0.468
1998-12,0.352,0.654,0.553,1.051,0.754,0.031,-0.239
1999-01,0.872,0.606,0.962,0.672,0.848,0.267,0.182
1999-02,-0.57,0.332,1.05,0.877,0.98,0.273,0.047
1999-03,0.374,0.346,0.59,0.559,0.964,0.606,0.254
1999-04,-0.141,-0.403,0.199,0.691,0.438,0.653,0.404
1999-05,-1.206,-0.624,-0.284,0.613,0.474,0.489,0.359
1999-06,1.11,0.068,0.228,0.49,0.477,0.63,0.07
1999-07,-0.467,-0.07,-0.42,0.048,0.522,0.484,0.067
1999-08,1.389,1.224,0.598,0.653,1.137,1.023,0.457
1999-09,0.514,0.879,0.672,0.759,0.852,1.08,0.812
1999-10,-0.013,0.799,0.571,0.338,0.55,0.612,0.784
1999-11,-0.887,-0.249,0.578,0.188,0.267,0.678,0.679
1999-12,0.713,-0.268,0.377,0.31,0.402,0.575,0.691
2000-01,-1.146,-0.743,0.243,0.113,-0.071,0.51,0.477
2000-02,1.294,0.496,0.026,0.692,0.331,0.858,0.798
2000-03,-1.711,-0.604,-0.57,0.052,0.017,0.313,0.607
2000-04,1.811,1.399,0.32,0.737,0.565,0.573,0.615
2000-05,1.417,1.348,1.301,0.683,1.088,0.836,1.039
2000-06,-1.381,1.336,0.711,0.222,0.568,0.565,0.69
2000-07,0.602,0.478,1.297,0.487,0.775,0.474,0.861
2000-08,-0.598,-0.821,0.405,0.588,0.203,0.414,0.902
2000-09,1.21,0.725,1.362,0.973,0.532,0.689,0.888
2000-10,1.638,1.3,1.299,1.762,1.281,1.139,1.135
2000-11,1.802,2.223,1.479,1.899,2.092,1.729,1.497
2000-12,0.447,2.28,1.967,2.299,2.114,1.677,1.581
2001-01,0.459,1.519,1.847,1.815,2.152,1.718,1.361
2001-02,2.024,1.398,2.527,1.926,2.264,1.804,1.66
2001-03,1.707,2.27,2.767,2.521,2.715,2.063,1.823
2001-04,1.183,2.831,2.7,2.692,2.515,2.469,2.029
2001-05,-0.849,1.099,1.761,2.693,1.972,2.384,2.077
2001-06,-0.587,-0.254,1.709,2.403,2.18,2.252,1.954
2001-07,0.919,-0.43,1.819,2.205,2.212,2.383,2.088
2001-08,0.93,0.58,1.188,1.899,2.722,2.332,2.087
2001-09,1.076,1.518,1.043,2.273,2.88,2.725,2.3
2001-10,1.934,1.915,1.485,2.597,3.043,2.718,2.732
2001-11,-0.514,1.509,1.494,1.787,2.407,2.456,2.784
2001-12,-1.088,0.885,1.511,1.217,2.21,2.684,2.666
2002-01,-0.329,-1.252,1.135,0.784,1.825,2.403,2.468
2002-02,0.793,-0.411,1.025,1.139,1.449,2.664,2.308
2002-03,0.069,0.122,0.648,1.29,1.031,2.463,2.385
2002-04,-0.284,0.125,-0.849,1.022,0.692,2.113,2.102
2002-05,0.532,0.041,-0.381,0.861,0.92,1.668,1.968
2002-06,-0.501,-0.406,-0.346,0.327,0.983,1.556,2.225
2002-07,0.52,0.094,0.076,-0.743,0.873,1.46,2.152
2002-08,0.517,0.127,0.029,-0.338,0.787,1.151,2.44
2002-09,-0.209,0.234,-0.143,-0.138,0.352,0.755,2.196
2002-10,0.652,0.348,0.26,0.241,-0.396,0.632,1.818
2002-11,1.671,0.969,0.779,0.653,0.399,1.163,1.785
2002-12,1.466,1.959,1.463,1.115,1.123,1.667,2.065
2003-01,1.621,2.487,1.733,1.553,1.479,1.716,2.047
2003-02,-0.889,1.371,1.478,1.315,1.16,1.47,1.606
2003-03,-1.202,0.155,1.496,1.26,0.954,1.109,1.225
2003-04,-0.836,-2.095,1.199,1.007,0.866,0.356,0.975
2003-05,0.257,-0.923,0.449,0.916,0.768,0.488,1.118
2003-06,0.498,-0.121,-0.085,1.237,1.046,0.792,1.39
2003-07,0.14,0.335,-0.981,1.173,0.951,0.814,1.231
2003-08,-3.494,-0.795,-1.437,-0.228,0.44,0.324,0.81
2003-09,-0.813,-1.887,-1.472,-1.315,0.319,0.135,0.42
2003-10,-0.334,-1.812,-1.119,-1.951,-0.046,0.088,-0.293
2003-11,1.155,-0.055,-0.612,-1.041,-0.287,0.263,0.049
2003-12,0.359,0.507,-0.714,-0.731,-0.712,0.463,0.277
2004-01,1.468,1.521,-0.151,-0.037,-0.686,0.641,0.554
2004-02,-0.044,0.882,0.41,-0.095,-0.521,0.539,0.421
2004-03,-0.464,0.609,0.625,-0.336,-0.402,0.559,0.353
2004-04,0.712,0.004,1.135,-0.176,-0.062,0.572,0.503
2004-05,0.413,0.277,0.771,0.42,-0.012,0.161,0.49
2004-06,-0.079,0.364,0.688,0.664,-0.19,-0.251,0.588
2004-07,1.496,0.873,0.688,1.432,0.185,-0.255,0.76
2004-08,1.045,1.17,1.095,1.462,0.939,0.121,0.917
2004-09,-0.926,0.849,0.825,1.051,0.986,0.07,0.841
2004-10,0.597,0.359,0.71,0.626,1.301,0.322,0.796
2004-11,-0.129,-0.258,0.533,0.541,0.903,0.257,0.379
2004-12,-0.956,-0.244,0.369,0.44,0.649,0.02,-0.042
2005-01,-0.896,-1.215,-0.387,0.053,0.009,-0.127,-0.44
2005-02,-0.201,-1.217,-0.959,-0.083,-0.017,0.187,-0.364
2005-03,-0.246,-0.979,-0.74,-0.082,0.018,0.335,-0.269
2005-04,-0.215,-0.679,-1.325,-0.64,-0.191,0.424,-0.198
2005-05,-0.031,-0.434,-1.325,-1.124,-0.28,0.094,-0.242
2005-06,-0.448,-0.756,-1.527,-1.09,-0.394,-0.097,-0.468
2005-07,-0.585,-0.885,-1.307,-1.774,-0.947,-0.519,-0.556
2005-08,0.267,-0.544,-0.874,-1.668,-1.368,-0.456,-0.222
2005-09,0.438,-0.011,-0.554,-1.134,-1.02,-0.292,0.028
2005-10,0.694,0.555,-0.047,-0.375,-0.972,-0.219,0.273
2005-11,-1.135,0.071,-0.36,-0.592,-1.25,-0.501,-0.168
2005-12,-0.977,-0.647,-0.473,-0.818,-1.292,-0.664,-0.373
2006-01,-1.537,-2.216,-0.626,-1.038,-1.253,-1.185,-0.774
2006-02,-0.035,-1.42,-0.761,-1.014,-1.173,-1.538,-0.751
2006-03,-0.182,-1.146,-1.123,-0.874,-1.128,-1.383,-0.705
2006-04,-0.354,-0.631,-1.959,-0.835,-1.132,-1.761,-0.873
2006-05,1.401,0.545,-0.601,-0.419,-0.616,-1.244,-0.657
2006-06,-0.586,0.264,-0.699,-0.862,-0.69,-1.281,-0.823
2006-07,-0.646,0.139,-0.375,-1.586,-0.689,-1.149,-1.197
2006-08,1.453,0.296,0.539,-0.389,-0.288,-0.663,-1.147
2006-09,1.045,1.25,1.096,0.467,-0.035,-0.319,-0.693
2006-10,0.235,1.216,1.057,0.746,-0.234,-0.21,-0.763
2006-11,0.73,0.877,0.799,0.905,0.289,-0.042,-0.589
2006-12,0.067,0.411,1.039,0.991,0.545,0.076,-0.443
2007-01,0.297,0.471,1.215,1.089,0.807,0.217,-0.227
2007-02,1.233,0.668,1.002,0.97,1.048,0.386,-0.017
2007-03,-0.294,0.593,0.549,1.062,0.999,0.264,-0.024
2007-04,-3.775,-0.623,-0.017,0.862,0.754,-0.214,-0.207
2007-05,2.199,0.649,0.875,1.121,1.008,0.625,0.285
2007-06,1.426,1.795,1.953,1.376,1.617,1.217,0.719
2007-07,0.974,2.667,2.129,1.791,1.889,1.497,0.932
2007-08,0.711,1.571,1.697,1.876,1.777,1.617,1.068
2007-09,-0.601,0.427,1.477,1.668,1.395,1.516,0.904
2007-10,-0.117,-0.131,1.528,1.232,1.291,1.417,0.68
2007-11,-0.707,-0.887,0.463,0.663,0.913,1.053,0.728
2007-12,-0.246,-0.825,-0.268,0.684,0.884,1.205,0.861
2008-01,0.839,-0.227,-0.295,1.209,0.926,1.369,1.061
2008-02,-1.197,-0.193,-0.872,0.267,0.466,0.928,0.924
2008-03,1.529,0.903,-0.065,0.146,0.861,0.977,1.146
2008-04,0.654,0.831,0.276,0.042,1.284,1.137,1.291
2008-05,0.78,1.383,0.882,0.021,0.774,1.081,1.184
2008-06,-0.562,0.312,0.888,0.04,0.206,0.996,1.284
2008-07,0.845,0.434,0.851,0.422,0.168,1.036,1.454
2008-08,0.679,0.381,1.262,0.96,0.148,0.949,1.336
2008-09,0.137,0.706,0.678,1.084,0.365,0.998,1.149
2008-10,-0.03,0.211,0.336,0.617,0.397,1.138,1.05
2008-11,1.15,0.465,0.517,1.103,0.964,0.888,1.144
2008-12,-0.977,0.127,0.492,0.523,0.867,0.421,1.06
2009-01,-0.028,0.192,0.218,0.33,0.569,0.211,0.914
2009-02,1.44,0.201,0.405,0.496,1.03,0.317,0.913
2009-03,0.027,0.706,0.417,0.658,0.653,0.472,0.927
2009-04,-1.093,0.245,0.224,0.24,0.334,0.403,1.03
2009-05,-0.749,-1.104,-0.697,-0.18,-0.002,0.395,0.501
2009-06,0.405,-0.915,-0.218,-0.103,0.238,0.544,0.262
2009-07,1.318,0.518,0.522,0.429,0.369,0.625,0.328
2009-08,-0.178,0.65,-0.225,-0.17,0.121,0.694,0.15
2009-09,-1.691,-0.263,-0.856,-0.414,-0.291,0.117,0.036
2009-10,-0.276,-1.076,-0.551,-0.462,-0.374,-0.078,0.006
2009-11,1.6,0.059,0.385,-0.179,-0.165,0.173,0.491
2009-12,0.974,1.164,0.604,0.113,0.372,0.517,0.745
2010-01,-0.213,1.369,0.101,0.271,0.298,0.303,0.52
2010-02,1.403,1.033,0.589,0.803,0.278,0.411,0.8
2010-03,-0.217,0.472,1.029,0.653,0.225,0.381,0.528
2010-04,-1.295,0.005,1.011,0.046,0.206,0.26,0.315
2010-05,-1.008,-1.475,-0.15,-0.133,0.168,-0.222,0.071
2010-06,-0.495,-2.01,-1.163,0.104,-0.063,-0.19,0.073
2010-07,-0.626,-1.512,-1.278,0.083,-0.544,-0.272,-0.154
2010-08,1.926,0.746,-0.325,0.353,0.216,0.03,0.196
2010-09,0.275,1.116,-0.15,0.063,0.665,0.071,0.24
2010-10,0.28,1.134,0.267,0.198,0.85,0.262,0.304
2010-11,-0.906,-0.233,0.245,-0.445,0.042,0.226,-0.105
2010-12,-1.111,-0.997,0.157,-0.694,-0.522,-0.008,-0.113
2011-01,0.562,-0.918,0.482,-0.24,-0.265,-0.175,0.002
2011-02,-0.114,-0.396,-0.497,-0.023,-0.636,-0.159,-0.239
2011-03,-2.522,-0.739,-1.16,-0.185,-0.889,-0.111,-0.425
2011-04,-2.353,-2.843,-2.165,-0.397,-0.962,-0.292,-0.496
2011-05,-1.702,-3.577,-2.447,-1.779,-0.993,-1.02,-0.58
2011-06,0.28,-1.881,-2.235,-1.983,-0.835,-1.274,-0.679
2011-07,-0.14,-0.846,-2.559,-2.453,-0.72,-1.165,-0.936
2011-08,0.169,0.007,-1.958,-2.085,-1.626,-1.428,-0.932
2011-09,-1.358,-0.886,-1.94,-2.308,-2.292,-1.687,-0.924
2011-10,-1.071,-1.179,-1.514,-2.595,-2.831,-1.607,-1.018
2011-11,-0.25,-1.487,-1.11,-2.388,-2.632,-1.53,-1.519
2011-12,0.32,-0.792,-1.141,-1.897,-2.272,-1.428,-1.722
2012-01,0.316,0.004,-0.907,-1.271,-2.101,-1.166,-1.441
2012-02,-0.716,-0.061,-1.188,-1.037,-2.148,-1.99,-1.729
2012-03,-0.791,-0.731,-1.012,-1.276,-1.889,-2.244,-1.764
2012-04,2.235,1.069,0.581,-0.34,-0.68,-1.722,-1.097
2012-05,0.858,1.49,1.058,-0.134,-0.142,-1.228,-0.807
2012-06,1.423,2.693,2.052,0.828,0.274,-0.599,-0.425
2012-07,1.969,2.365,2.716,1.996,0.827,-0.166,0.078
2012-08,0.239,1.84,2.506,2.248,0.892,-0.107,-0.41
2012-09,-0.511,0.812,2.399,2.002,1.108,-0.007,-0.586
2012-10,1.157,0.449,1.704,2.008,1.813,0.536,-0.287
2012-11,0.627,0.635,1.613,2.087,2.06,0.872,-0.02
2012-12,1.614,1.796,1.667,2.725,2.535,1.246,0.492
2013-01,-0.294,1.075,0.917,1.94,2.153,1.159,0.328
2013-02,-0.327,0.663,0.803,1.695,2.124,1.119,0.29
2013-03,0.221,-0.413,1.125,1.251,2.201,1.408,0.482
2013-04,-0.645,-0.702,0.443,0.557,1.511,1.639,0.597
2013-05,0.27,-0.208,0.263,0.55,1.311,1.66,0.807
2013-06,-1.343,-1.258,-1.476,0.445,0.7,1.462,0.644
2013-07,-0.524,-1.091,-1.493,-0.278,0.053,1.232,0.58
2013-08,-0.114,-1.18,-1.194,-0.639,-0.067,1.259,0.549
2013-09,0.011,-0.547,-1.295,-1.521,0.073,1.335,0.771
2013-10,1.089,0.457,-0.235,-0.568,0.038,1.034,1.189
2013-11,-0.085,0.483,-0.344,-0.47,-0.198,0.88,1.214
2013-12,0.378,0.766,0.155,-0.44,-0.677,0.632,1.282
2014-01,1.892,1.088,0.931,0.343,0.058,0.57,1.434
2014-02,1.982,2.065,1.557,0.843,0.624,0.922,1.73
2014-03,-0.869,1.944,1.56,0.974,0.431,0.962,1.688
2014-04,-0.952,0.38,0.975,0.925,0.39,0.541,1.22
2014-05,1.136,-0.133,1.512,1.281,0.608,0.631,1.287
2014-06,-0.381,-0.11,1.496,1.301,0.789,0.152,1.006
2014-07,1.596,1.236,1.252,1.524,1.252,0.549,0.896
2014-08,1.608,1.481,1.125,2.335,1.865,1.0,1.269
2014-09,-0.806,1.352,0.974,1.998,1.823,0.802,1.272
2014-10,0.443,0.646,1.15,1.201,1.568,0.92,1.023
2014-11,1.009,0.268,1.108,0.882,1.902,1.113,1.105
2014-12,-0.059,0.679,1.272,1.049,1.883,1.389,0.821
2015-01,0.488,0.705,0.858,1.282,1.299,1.461,0.852
2015-02,0.124,0.141,0.212,1.003,0.802,1.539,0.864
2015-03,-1.139,-0.316,0.281,0.932,0.748,1.476,0.717
2015-04,-0.36,-1.041,-0.019,0.402,0.828,1.219,0.758
2015-05,0.103,-0.784,-0.547,-0.238,0.534,1.199,0.743
2015-06,-1.567,-1.326,-1.443,-0.397,0.378,0.934,0.781
2015-07,0.607,-0.56,-1.267,-0.428,0.089,0.569,0.92
2015-08,1.585,0.638,-0.055,-0.061,0.063,0.579,1.349
2015-09,0.203,1.26,0.282,0.027,0.344,0.713,1.434
2015-10,-0.221,0.687,0.229,-0.23,0.107,0.721,1.064
2015-11,0.599,0.107,0.412,-0.032,-0.049,0.628,1.188
2015-12,0.327,0.173,0.905,0.256,0.071,0.822,1.236
2016-01,0.363,0.549,0.804,0.42,0.036,0.516,0.839
2016-02,-0.618,0.002,0.003,0.309,-0.089,0.009,0.43
2016-03,0.855,0.288,0.216,0.831,0.275,0.344,0.621
2016-04,0.627,0.473,0.615,0.845,0.487,0.391,0.819
2016-05,0.327,0.761,0.484,0.326,0.52,0.179,0.682
2016-06,1.413,1.419,1.385,0.889,1.256,0.621,1.126
2016-07,-1.593,0.529,0.684,0.772,0.887,0.283,0.649
2016-08,-0.615,0.026,0.494,0.349,0.243,0.13,0.176
2016-09,-0.118,-1.386,0.069,0.156,0.147,0.218,0.302
2016-10,-0.957,-1.0,-0.494,-0.303,-0.041,0.074,0.023
2016-11,0.532,-0.404,-0.373,0.02,-0.066,0.172,-0.101
2016-12,-1.345,-1.01,-1.598,-0.53,-0.452,0.238,-0.266
2017-01,0.014,-0.41,-1.058,-0.678,-0.486,0.122,-0.302
2017-02,0.167,-0.691,-0.802,-0.717,-0.327,-0.302,-0.291
2017-03,-0.315,-0.269,-0.9,-1.432,-0.584,-0.388,-0.211
2017-04,-1.617,-1.212,-1.012,-1.433,-0.992,-0.561,-0.317
2017-05,0.767,-0.421,-0.942,-0.982,-0.802,-0.513,-0.197
2017-06,0.727,0.216,-0.125,-0.71,-1.176,-0.418,0.133
2017-07,1.368,1.473,0.615,0.137,-0.47,-0.139,0.283
2017-08,0.664,1.285,0.772,0.211,-0.154,0.092,0.029
2017-09,0.14,0.988,0.85,0.611,-0.087,-0.056,0.021
2017-10,-1.291,-0.265,0.627,0.12,-0.149,-0.398,-0.137
2017-11,-0.71,-1.023,0.16,-0.115,-0.526,-0.606,-0.395
2017-12,1.178,-0.515,0.316,0.324,0.159,-0.795,-0.209
2018-01,0.223,0.289,-0.093,0.628,0.195,-0.484,-0.198
2018-02,0.055,0.711,-0.355,0.441,0.168,-0.368,-0.125
2018-03,1.067,0.628,-0.047,0.483,0.459,-0.115,-0.088
2018-04,0.917,1.123,0.808,0.338,0.888,0.306,-0.031
2018-05,0.08,0.914,1.108,0.124,0.693,0.179,-0.068
2018-06,-3.168,-0.668,-0.11,-0.426,0.153,0.045,-0.741
2018-07,-1.569,-2.25,-0.77,-0.41,-0.474,-0.174,-0.713
2018-08,0.75,-1.227,-0.246,0.175,-0.503,-0.023,-0.483
2018-09,-0.639,-0.692,-1.044,-0.628,-0.799,-0.132,-0.591
2018-10,0.143,0.015,-1.167,-0.544,-0.393,0.086,-0.356
2018-11,-0.277,-0.538,-1.265,-0.588,-0.282,-0.125,-0.533
2018-12,0.211,-0.168,-0.598,-0.891,-0.629,-0.267,-0.316
2019-01,-1.235,-0.788,-0.483,-1.437,-0.86,-0.721,-0.421
2019-02,-0.457,-0.778,-0.959,-1.549,-0.925,-0.983,-0.483
2019-03,0.286,-0.93,-0.659,-0.903,-1.12,-0.971,-0.399
2019-04,-1.903,-1.275,-1.34,-0.929,-1.682,-1.001,-0.412
2019-05,-0.18,-0.858,-1.334,-1.334,-1.66,-0.85,-0.579
2019-06,0.648,-0.585,-1.339,-0.934,-1.067,-1.037,-0.67
2019-07,-0.608,-0.144,-1.026,-1.305,-0.893,-1.114,-1.006
2019-08,-0.694,-0.377,-1.03,-1.544,-1.467,-1.268,-1.367
2019-09,0.241,-0.733,-1.021,-1.562,-1.28,-1.462,-1.376
2019-10,0.535,-0.011,-0.175,-0.718,-1.099,-1.399,-0.943
2019-11,0.171,0.328,-0.05,-0.494,-0.959,-1.406,-0.797
2019-12,1.127,0.849,0.117,-0.21,-0.647,-0.844,-0.829
2020-01,0.02,0.602,0.286,0.118,-0.326,-0.568,-0.762
2020-02,1.266,1.14,0.852,0.505,0.071,-0.531,-0.547
2020-03,-0.723,0.286,0.702,0.176,-0.112,-0.488,-0.788
2020-04,-0.408,0.028,0.415,0.219,0.08,-0.622,-1.006
2020-05,-3.303,-1.95,-0.268,-0.017,-0.214,-0.864,-1.281
2020-06,-0.008,-1.707,-1.155,-0.125,-0.444,-0.98,-1.12
2020-07,0.266,-1.085,-0.947,-0.301,-0.252,-0.659,-0.845
2020-08,1.127,0.651,-0.648,0.177,0.264,-0.283,-0.798
2020-09,-0.613,0.354,-0.743,-0.589,0.021,-0.489,-0.813
2020-10,1.388,0.996,0.295,0.234,0.456,0.182,-0.379
2020-11,-0.774,0.229,0.511,-0.331,0.214,0.082,-0.471
2020-12,1.669,1.452,1.157,0.385,0.451,0.345,-0.135
2021-01,1.104,1.078,1.352,0.756,0.683,0.627,0.217
2021-02,-0.312,1.356,0.917,1.084,0.325,0.726,0.219
2021-03,-0.157,0.341,1.183,1.065,0.402,0.688,0.158
2021-04,-3.644,-1.873,-0.027,0.674,0.16,0.32,0.121
2021-05,1.155,-0.266,0.811,0.631,0.768,0.538,0.359
2021-06,0.424,0.034,0.195,1.013,0.921,0.388,0.326
2021-07,0.373,0.976,-0.208,0.525,0.93,0.429,0.456
2021-08,-0.593,-0.045,-0.335,0.598,0.491,0.064,0.484
2021-09,0.069,-0.312,-0.291,-0.145,0.708,0.153,0.465
2021-10,0.534,-0.069,0.445,-0.265,0.291,0.329,0.45
2021-11,-1.703,-0.413,-0.427,-0.571,0.126,0.358,0.183
2021-12,0.531,-0.243,-0.414,-0.398,-0.299,0.508,0.072
2022-01,-2.124,-1.595,-0.963,-0.342,-0.937,0.205,-0.137
2022-02,1.204,0.08,-0.354,-0.388,-0.534,0.137,-0.148
2022-03,-0.374,-0.516,-0.507,-0.588,-0.561,0.235,-0.112
2022-04,-1.375,-0.287,-1.338,-0.994,-0.419,-0.435,-0.196
2022-05,-0.366,-1.223,-0.874,-0.943,-0.808,-0.335,-0.014
2022-06,-0.867,-1.891,-2.038,-1.368,-1.219,-1.029,-0.164
2022-07,-3.33,-2.418,-2.133,-2.612,-1.769,-1.589,-0.474
2022-08,-0.384,-2.086,-2.694,-2.276,-1.877,-1.617,-0.869
2022-09,-0.485,-1.952,-2.81,-2.912,-2.25,-1.74,-0.868
2022-10,0.393,-0.341,-1.595,-1.647,-2.335,-1.201,-1.174
2022-11,1.235,0.474,-0.763,-1.308,-1.332,-1.175,-0.746
2022-12,0.123,0.874,-0.441,-1.236,-1.519,-1.328,-1.141
2023-01,-0.048,0.736,0.095,-0.945,-1.04,-1.35,-1.239
2023-02,-2.516,-0.798,-0.082,-1.155,-1.644,-1.487,-1.351
2023-03,1.909,0.496,0.865,-0.204,-0.898,-1.033,-0.933
2023-04,0.509,0.844,0.967,0.386,-0.5,-1.157,-0.622
2023-05,0.027,1.181,0.356,0.516,-0.369,-0.802,-0.864
2023-06,-1.043,-0.542,-0.14,0.456,-0.434,-1.226,-1.225
